PCA_Component_1,PCA_Component_2,PCA_Component_3,PCA_Component_4,PCA_Component_5,PCA_Component_6,PCA_Component_7,PCA_Component_8,PCA_Component_9,PCA_Component_10,PCA_Component_11,PCA_Component_12
141.4351910082393,-25.296363433615955,-0.5589015192756004,1.2213874131385603,1.1509719540075969,1.7030796066673801,-0.6469560202224123,-2.5409015456791533,-0.9908765360457733,0.5562358470409209,-0.08685920621205954,-0.9595603777403522
-0.7654802408299257,-3.1349481299350836,0.32640378948509746,0.47354989712001216,1.3993378881804486,0.06862481431252931,-0.24675557562031983,-0.23800867582362312,-0.343819144377597,-0.19010868499641695,-0.2604500771289491,0.14759556885103137
-0.7561551416098854,-3.121219004429517,0.3713239077391463,0.39036706022105216,1.3192041932674705,0.2386689905217334,0.014431326704634897,-1.4314199133138863,0.2888238296724098,0.44808048291934843,-1.4376632215310736,0.07424748870977206
-0.7638324340672381,-3.1194761611831683,0.29509688560564534,0.47936605315588976,0.6196223844891783,0.024540561207911062,-0.9613415440270875,-0.8765259010269741,0.869122712154053,-1.0410179721364576,0.3895641929473588,0.5294855023434557
-0.7461200786420599,-3.015058629131599,0.347373170319848,0.44647318460227914,0.8618864310505344,0.1250587931532482,-0.9500675511458394,-0.8946966665327871,0.8222033722453842,-1.1231925931266016,0.3665099186153341,0.437532863261074
-0.7383213752933496,-3.038774435328291,0.3462911904849282,0.4733391996545391,0.06067701452063162,0.0832921947806656,-0.840201826062154,-0.7916493930492953,0.9298782023033973,-1.0765623976390981,0.47478687837515443,0.41225135496115306
-0.7009680876993462,-2.7995396452962944,0.40423100187784794,0.2732018356209335,1.1055167499567014,0.13112347357224613,-1.1437546154572935,-0.917009764821571,0.7265202465211958,-1.1197030089275768,0.3118473612388429,0.3778361320227792
-0.7041248302773753,-2.7994399341412093,0.3956718949506511,0.23891122030370285,-0.3545804533055921,0.11652501135949335,-1.1776752942920605,-1.2898329686165195,-0.3812745350314372,-2.3032972129448432,-0.3954869726325769,-0.004761313958137554
-0.6703541122703908,-2.567332472442861,0.5464828349098422,0.24629746799924632,0.43844533643222394,0.13556701920569678,-1.256905939893874,-1.3991959456668461,-0.5227859323028217,-2.3575516847357676,-0.5172810942301379,0.1924972516586377
-0.6716205202947987,-2.5955451694280556,0.5280737440977697,0.24981996551193605,-0.3152519367140041,-0.04051288657591217,-1.271678216259409,-0.7046580192241975,-0.726759504039596,-2.633690453940667,0.18163453578535455,0.1943358915323839
-0.6656503432018028,-2.6024721993846356,0.5422159335588032,0.17683323243102358,-0.8106078611497222,-0.14531202516636718,-1.2386618166946686,-0.8506306726704682,-0.4869742806829852,-2.3835912803417947,0.06506834850937757,0.18028101923195333
-0.6546922464540728,-2.6481379311335123,0.6036722035443374,0.18242424965492804,1.3365220772612059,-0.3454242148640226,-0.1534395123518074,1.4619050022986586,-0.17000832276265423,0.6389363202543508,0.11218506684484035,0.27398457693152306
-0.6592455400856875,-2.6809393376622714,0.6515684715408451,0.174320856613944,1.8304683357939746,-0.31787312812683843,-0.1632500667481066,1.3965393016167595,-0.2986467606846895,0.4958686168213101,0.038126120497635724,0.2142490543724319
-0.6581606634406604,-2.6955740529006254,0.6771379819088434,0.12180317980926397,1.7945459031421487,-0.2647475464410359,-0.03786401162592555,0.7968317486987828,0.02098492271283371,0.8143453241287649,-0.5488422846922496,0.15550947171115312
-0.6223925806349933,-2.444777332765129,0.9184379497318771,0.17797551890439192,1.2628886800057817,0.02373826692555248,0.07243915907128613,1.3196827882414646,-0.047846491223828336,0.5736680184587105,-0.03329609166191487,0.008882640210281878
-0.6191039530582416,-2.4412819675091884,0.8737036934350875,0.10643439129367352,-0.919714565058849,-0.3124392051728324,0.2265058177237625,1.5800395235708313,0.5832632460480847,1.1638313911318405,0.3372393226129424,0.14158889264110192
-0.6377257437283921,-2.507379910426515,0.8603754441961133,0.18437358399417733,-1.275022702050445,-0.16592464246301927,0.31134274658740213,0.899502014330496,-0.30266529929775865,0.7069472829226735,0.3676466375303541,-0.048135252913403814
-0.6204280967202714,-2.3847233652832895,0.964541002311652,0.17669424675151124,-1.2904229520070223,0.05007338476669353,0.3912365407910634,0.9277859567907105,-0.27389704016680977,0.6757396812078296,0.3945909135405081,-0.08305120817397688
-0.6163658262281704,-2.3210262035836062,1.0671004690510235,0.24505821629373656,-1.3070486061708733,0.44631262856142,0.5273628484812696,0.9849489273865855,-0.17238642970505236,0.6095688468161384,0.46132437506713697,-0.3621355424147386
-0.5642934453153157,-2.137125295416619,1.1362858151508528,0.28208976374615924,-3.0717530496480383,0.4723147023156389,0.8200900933364038,1.3272249109963956,0.3101830133934039,0.9091534586246752,0.8719442090574734,-0.48339264506864493
-0.5053410611846543,-1.7814286731519295,1.2903969299982456,0.6522680897413853,-3.8520178771348106,0.5273253699533446,0.5933410667376913,0.7622691753214003,-1.1148397817755624,-0.49309206277003176,-0.07836805817302483,-0.9445154200090223
-0.5172192655227194,-1.7871263856525506,1.4321821281810663,0.8618123054379465,-1.6224327222852175,0.7371519174131149,0.33943536202597063,0.6728864850271122,0.4192121200204841,0.04338110276862452,0.8066895846471206,-0.31050541368861984
-0.5078053744175515,-1.8197490414649593,1.6304662838063628,0.9106528905697698,-1.6529565303000362,0.6965318423732587,0.4060095211503274,0.25926983535762704,0.5903078437663887,0.2679294377615584,0.39708415663539987,-0.20246769697782818
-0.49669267572805087,-1.7515819570715985,2.2183767705614894,1.049722534304807,0.7496809637253006,1.1168184994595782,0.357747880843367,0.18248657073368688,0.4427561436950064,0.040014752051712316,0.348219392281082,-0.4945374697174166
-0.48432757924459086,-1.7458402952898038,2.2048853857913273,1.0625483962603381,-1.4307925785597444,0.7024420259050169,0.47018846381002105,0.42873996219133687,1.062184514921572,0.6507810112729184,0.7098904409132331,-0.3486130655600807
-0.5120782994710047,-1.888897765806194,2.315002694896451,1.1629530355697142,0.08941931439722672,0.925234347377218,0.6207669371901317,-1.0316486452932243,-0.03447115261678172,1.0216900793379549,1.870375331777273,-0.4336785299971418
-0.5202998324748075,-2.0739749900466116,2.652778527019645,1.0864115303456268,-1.5126720470474084,0.48478540639419676,1.1488452821171535,-1.942006704989131,0.45639235490643865,2.220152235532423,0.6077457300363371,-0.5820280504242693
-0.5309826520243245,-1.984715558926945,2.6344974041534126,1.2552271305798894,-1.4966472646176228,0.5175159642725813,-0.11736255497835671,-1.507248112000146,1.0670807446397104,0.06045765554724688,2.7060353798191117,-0.049477053919856157
-0.53129590856275,-1.9682081037695704,2.7596377157085756,1.2168137081950063,0.39378364925134746,1.0308330306557651,0.07344183314943006,-3.1381153531060373,1.3143204331802643,0.3632347935468599,1.0165017347693777,-0.13893453985068907
-0.51312316219484,-1.8126476684400303,2.8121066923511333,1.1300668825827938,0.4976624263614604,1.0989321945110737,0.02053193511864851,-3.0498063022131565,1.5172503291736983,0.6015208616132116,1.1570656527705212,-0.1423374100864138
-0.4673358995001151,-1.6282352089482321,2.614199698459413,1.018343361834647,-0.2953295058706889,1.1538313842497194,-0.3030072574500653,-1.785959556576322,0.24332214434810592,-0.7137570243844672,2.2118092718415383,-0.25380126993705554
-0.43848244760533334,-1.5114828418439714,2.6753187725027567,0.9619865848696315,-0.2967877385381795,1.0713853556673365,-0.37063953929688287,-1.7908822730543523,0.19923592621744077,-0.6868513565120191,2.183839367068123,-0.12887066728636692
-0.4407776155913471,-1.507422889715446,2.7057251004967173,0.8668010189393321,-0.22223660808929904,0.9559854873737598,0.7091991845769109,-0.7004352658777111,-1.3185586987979145,0.9097684349606081,1.387874974874662,-0.6484907084396894
-0.4921351423711585,-1.8210717551815385,2.5412475030700272,0.7789246547498401,-0.27773532222722963,0.6778295547228221,-0.5268423316308093,-1.8410116398486769,0.11661326948174558,-0.617907309394176,2.1209401423799954,0.0845633855524353
-0.45500830828693367,-1.5326721914547918,2.248488428041747,0.696984403075728,-0.2938308640884701,0.9925425058478372,-0.3678668248929774,-1.7996233810940665,0.14814336574080744,-0.6796773043934343,2.1377656458533747,0.09828300453840817
-0.43767912622814314,-1.4800464068673276,2.2306574745605743,0.621260434401064,0.49152404994958615,0.9502105614216785,-0.3882468052889615,-1.9090494580034658,-0.007703230781304421,-0.8497345443748308,2.015266179471244,0.09565600016806934
-0.44398911025531773,-1.5928353645070628,2.194897208714269,0.5152485761774899,0.2604094284304548,0.8891502774397195,-0.33360582010948897,-1.879287960717498,0.08340456221998221,-0.8041209964372119,2.0708788903266004,0.0740589864564486
-0.45833979333343594,-1.7230166196161696,2.2147782071360873,0.46657958912659253,0.35202787740126784,0.5253142180381741,-0.6278601598434778,-0.10540286328732715,1.2334126114514556,-1.5576604823376785,0.34362933743161816,0.26783414454495524
-0.4623767633344226,-1.7220975542038088,2.1693985776230535,0.40110290780822155,0.35696168543994117,0.53745384191635,-0.631508460796921,-0.10026401125890376,1.252554090103837,-1.5637209189248193,0.35712334008724717,0.17879719698561272
-0.45843251553696174,-1.7647496931149873,2.059022405893585,0.3221837027409909,0.24803046633017836,0.6061172622228786,-0.38834648686466383,-1.7439599438176234,1.7587310672164413,-0.6666022500715503,-0.8611713758245287,0.3494168994053746
-0.42603557521894936,-1.627928090944833,2.0070385438580116,0.24429886932016112,0.25125225234647075,0.6252284982863754,-0.37709032153743205,-1.7397883143275505,1.7704109573063378,-0.6732208849637689,-0.8536896745268332,0.3025057691154104
-0.41673627121798795,-1.641844661058139,1.8541892438412602,0.21303470260363772,0.2488932212424667,0.6598439617566937,-0.4468035581872513,-1.72542620009377,1.7587471878916514,-0.6492495720048612,-0.8653481793516358,0.3104614966999047
-0.40392024396076487,-1.5051316690376282,1.6593750222026624,0.22029700813989858,0.33089282543682824,0.6980005948279143,0.6748331384780175,-0.17063490361293135,0.5504711076387169,0.7244354007946238,-2.083341757870267,-0.13263729438385508
-0.4107754170469381,-1.5970794164432003,1.59954166686306,0.08691512314842231,0.3043747228230312,0.8128029981767548,0.8240997014489139,-0.8320563165526149,0.11860462067159651,0.9858184141651792,-1.434545768190498,-0.16518959663771488
-0.41354432542074593,-1.6698204939708547,1.6398710210364076,-0.04916942590746435,0.5289918552634729,0.8171085366196197,0.9317495969746794,-0.6724202569353463,0.536708868505924,1.3739154860971357,-1.1468615705135263,-0.02429473760008845
-0.4107723694423234,-1.6495222882481548,1.6255283933568772,0.01578807195741508,0.5315860227986521,0.7465221191539442,0.8756527215576095,-0.6793104850876434,0.5257112309402777,1.3932149608272697,-1.1588757456819807,-0.045133053552434826
