timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ
1.0,40.4419836681713,-79.9388696160912,0.0,0.0092926025390625,-0.9893798828125,0.074951171875
1.0,40.4406447600646,-79.9600233080753,13.5,0.01898193359375,-0.893524169921875,0.0694732666015625
1.0,40.4289119644467,-79.9823497329652,5.15000009536743,0.0846099853515625,-0.875274658203125,0.201309204101562
2.0,40.4419917986174,-79.9388685264438,0.529999971389771,-0.0146484375,-1.00056457519531,0.107620239257812
2.0,40.4405522372867,-79.9601496958921,14.4899997711182,0.103286743164062,-1.05325317382812,0.153045654296875
2.0,40.4289154429365,-79.9824479688704,6.19000005722046,0.139694213867188,-0.572967529296875,0.1607666015625
3.0,40.4419917986174,-79.9388685264438,0.0,0.008209228515625,-0.979629516601562,0.116134643554688
3.0,40.4404544481896,-79.9602796413648,14.7700004577637,-0.154754638671875,-0.795303344726562,0.442001342773438
3.0,40.4288995173205,-79.9825363141298,6.51000022888184,0.07183837890625,-1.05821228027344,0.301239013671875
4.0,40.4419917986174,-79.9388685264438,0.0,0.0068817138671875,-0.997695922851562,0.1063232421875
4.0,40.4403535658653,-79.9604228747329,15.0500001907349,0.144699096679688,-0.843841552734375,0.131240844726562
4.0,40.4288989305873,-79.9826159422099,6.19000005722046,-0.036468505859375,-1.04563903808594,0.286026000976562
5.0,40.4419917986174,-79.9388685264438,0.0,0.0071563720703125,-1.00048828125,0.108673095703125
5.0,40.4402574713791,-79.9605593102979,15.0100002288818,-0.047821044921875,-0.958480834960938,0.103958129882812
5.0,40.4288994335015,-79.9827155192196,7.51999998092651,0.0571746826171875,-1.09922790527344,0.407791137695312
6.0,40.4419917986174,-79.9388685264438,0.0,0.0319671630859375,-1.04283142089844,0.111831665039062
6.0,40.4401664919307,-79.9606884834995,14.7799997329712,0.0947723388671875,-1.02305603027344,0.21539306640625
6.0,40.4288996011395,-79.9828043673932,7.51999998092651,-0.2293701171875,-0.67510986328125,0.258255004882812
7.0,40.4419917986174,-79.9388685264438,0.0,0.01141357421875,-0.9915771484375,0.110610961914062
7.0,40.4400742652336,-79.9608194275528,14.7799997329712,-0.189224243164062,-0.97064208984375,-0.0318756103515625
7.0,40.4288966255639,-79.9829388131201,8.40999984741211,-0.073516845703125,-0.9049072265625,0.256790161132812
8.0,40.4419917986174,-79.9388685264438,0.0,0.01824951171875,-0.992446899414062,0.141128540039062
8.0,40.4399899501374,-79.9609391386646,13.6999998092651,-0.020599365234375,-1.01113891601562,-0.015167236328125
8.0,40.4289013613392,-79.9830481131375,8.97000026702881,0.189178466796875,-0.900436401367188,0.209091186523438
9.0,40.4419917986174,-79.9388685264438,0.0,0.02301025390625,-0.961868286132812,0.135025024414062
9.0,40.4399210174533,-79.9610370097295,11.5100002288818,-0.0526580810546875,-1.02996826171875,-0.13995361328125
9.0,40.4289003136013,-79.9831673038006,8.65999984741211,-0.139175415039062,-0.827529907226562,0.270950317382812
10.0,40.4419917986174,-79.9388685264438,0.0,0.0272369384765625,-0.995620727539062,0.1256103515625
10.0,40.4398636329699,-79.9611184845853,9.78999996185303,-0.105316162109375,-1.02044677734375,-0.0681915283203125
10.0,40.428895661645,-79.9832763523608,8.97000026702881,0.0503997802734375,-0.972793579101562,0.21551513671875
11.0,40.4420004738871,-79.9388564565032,0.870000004768372,0.034149169921875,-0.978866577148438,0.08758544921875
11.0,40.4398150461205,-79.9611872206172,8.10999965667725,-0.0675201416015625,-1.05064392089844,0.01336669921875
11.0,40.4288699292023,-79.9834270589799,9.44999980926514,-0.630874633789062,-0.720748901367188,-0.22509765625
12.0,40.4420047905673,-79.9388378486782,1.24000000953674,-0.0050506591796875,-1.02847290039062,0.160964965820312
12.0,40.4397723864927,-79.9612472934907,6.21000003814697,-0.021514892578125,-0.992416381835938,0.108352661132812
12.0,40.428867791817,-79.983538454473,9.44999980926514,0.008453369140625,-0.919403076171875,0.17608642578125
13.0,40.4420130467419,-79.9388157204538,1.24000000953674,0.02362060546875,-0.949905395507812,0.174789428710938
13.0,40.4397326937092,-79.9613031884828,5.94999980926514,0.123001098632812,-1.04339599609375,0.131393432617188
13.0,40.4288697615642,-79.9836894963682,9.73999977111816,0.060791015625,-0.929000854492188,0.231658935546875
14.0,40.4420309421052,-79.938795100972,1.66999995708466,0.033111572265625,-0.965972900390625,0.172927856445312
14.0,40.4396922101389,-79.9613601970533,5.98999977111816,-0.070404052734375,-1.00093078613281,0.192916870117188
14.0,40.428869007193,-79.9837961141765,9.73999977111816,0.014739990234375,-0.826400756835938,0.2259521484375
15.0,40.4420552915339,-79.938773978576,2.19000005722046,0.0633087158203125,-1.01104736328125,0.1776123046875
15.0,40.439651568578,-79.9614174281046,6.96999979019165,-0.0317230224609375,-1.00900268554688,0.102890014648438
15.0,40.4288757127155,-79.9839275424182,9.43000030517578,0.29547119140625,-1.02693176269531,0.158660888671875
16.0,40.4420715943356,-79.9387412053346,3.26999998092651,0.0342864990234375,-0.986526489257812,0.0887908935546875
16.0,40.4396081889296,-79.9614785149042,6.96000003814697,-0.0250091552734375,-1.119384765625,0.197311401367188
16.0,40.4288702644784,-79.9840384349972,9.42000007629395,0.006072998046875,-1.04310607910156,0.062286376953125
17.0,40.4420930939172,-79.9387021456658,4.09999990463257,0.0584869384765625,-0.944854736328125,0.130767822265625
17.0,40.439569706707,-79.9615327051962,6.98000001907349,0.0675048828125,-1.07356262207031,0.192672729492188
17.0,40.4288646486033,-79.9841494113952,9.10999965667725,0.134048461914062,-0.845962524414062,0.24493408203125
18.0,40.4421184491743,-79.9386590626835,4.09999990463257,0.03643798828125,-0.98919677734375,0.191818237304688
18.0,40.4395221352729,-79.9615996948277,7.6399998664856,0.13824462890625,-0.98858642578125,0.21978759765625
18.0,40.4288701806594,-79.9842661713064,9.23999977111816,-0.029205322265625,-0.971664428710938,0.31060791015625
19.0,40.4421425052364,-79.9386112858354,4.44999980926514,0.0804595947265625,-0.991256713867188,0.0748138427734375
19.0,40.4394725473686,-79.9616695240329,8.52000045776367,-0.016876220703125,-0.9439697265625,0.103515625
19.0,40.4288701806594,-79.9843750522286,9.23999977111816,-0.115081787109375,-0.92523193359375,0.0438232421875
20.0,40.4421723448117,-79.9385596533119,5.1100001335144,-0.038818359375,-0.95458984375,0.177703857421875
20.0,40.4394185579621,-79.9617455513906,8.89999961853027,-0.100540161132812,-0.974105834960938,0.09326171875
20.0,40.428879736029,-79.9844937399775,9.26000022888184,0.14501953125,-1.04228210449219,0.198028564453125
21.0,40.4422160564367,-79.938520342186,5.01000022888184,0.016845703125,-0.988235473632812,0.0135650634765625
21.0,40.4393628287299,-79.9618176407938,8.3100004196167,0.0814208984375,-0.975296020507812,0.0572662353515625
21.0,40.4288785206531,-79.9846028723568,9.26000022888184,0.26483154296875,-1.26097106933594,0.121353149414062
