timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ
1490542045.0,40.44215244,-79.93912468,0.0,0.06994628906,-0.9554443359,0.2808074951,-100.0,-100.0,-100.0
1490542045.0,40.44215244,-79.93912468,0.0,0.07574462891,-0.9530487061,0.251449585,-0.01704502992,0.00962466418,-0.002960103552
1490542045.0,40.44215244,-79.93912468,0.0,0.07543945313,-0.9536437988,0.2535552979,-0.01386521558,0.006415022434,-0.004074370152
1490542046.0,40.44215244,-79.93912468,0.0,0.07315063477,-0.9504089355,0.2482452393,-0.01173042565,-0.001023452807,0.0001470064922
1490542046.0,40.44215244,-79.93912468,0.0,0.05233764648,-0.9624023438,0.2696838379,-0.0138391166,0.01386628085,-0.004057592237
1490542046.0,40.44215244,-79.93912468,0.0,0.07041931152,-0.9542999268,0.2750701904,-0.01278823324,0.007480819502,-0.003019225728
1490542046.0,40.44215244,-79.93912468,0.0,0.07228088379,-0.9506835938,0.2633056641,-0.01278796692,0.009604690471,-0.004080761738
1490542046.0,40.44215244,-79.93912468,0.0,0.0809173584,-0.9456939697,0.2581939697,-0.0149235558,0.0106715528,-0.005117530351
1490542047.0,40.44215244,-79.93912468,0.0,0.08149719238,-0.9509887695,0.249206543,-0.02131301189,0.008575112394,-0.00290817191
1490542047.0,40.44215244,-79.93912468,0.0,0.07482910156,-0.9514160156,0.2598266602,-0.0191739609,0.00644884458,-0.0008074704425
1490542047.0,40.44215244,-79.93912468,0.0,0.08018493652,-0.9451751709,0.2499694824,-0.01705941099,0.009614544167,-0.005092762953
1490542047.0,40.44215244,-79.93912468,0.0,0.0858001709,-0.9451904297,0.2445678711,-0.01598935287,0.0127991522,-0.00616548424
1490542047.0,40.44215244,-79.93912468,0.0,0.07838439941,-0.9491729736,0.2483825684,-0.01171870774,0.006417685595,-0.001968874994
1490542048.0,40.44215244,-79.93912468,0.0,0.08274841309,-0.9537963867,0.2720184326,-0.01811881648,0.00537559066,-0.00188977911
1490542048.0,40.44215244,-79.93912468,0.0,0.08291625977,-0.9523162842,0.2762145996,-0.02560576125,0.01069365704,-0.008180698237
1490542048.0,40.44215244,-79.93912468,0.0,0.04927062988,-0.9645843506,0.2881622314,-0.0107226855,-0.007439274189,-0.005212605202
1490542048.0,40.44215244,-79.93912468,0.0,0.007675170898,-0.9103546143,0.2916717529,-0.0138407145,0.02979278311,-0.01255227717
1490542048.0,40.44215244,-79.93912468,0.0,-0.005645751953,-0.9591064453,0.2691955566,0.01062627907,-0.01598908655,0.003027215211
1490542049.0,40.44215244,-79.93912468,0.0,0.02297973633,-0.9510192871,0.2774810791,-1.73e-05,-0.02337270067,0.009544236715
1490542049.0,40.44215244,-79.93912468,0.0,0.04179382324,-0.9572601318,0.2733306885,-0.01281273432,0.0127727869,-0.009405219706
1490542049.0,40.44215244,-79.93912468,0.0,0.04164123535,-0.9574584961,0.2622528076,-0.01283617014,0.02656023818,-0.02003735773
1490542049.0,40.44215244,-79.93912468,0.0,0.06524658203,-0.9631500244,0.2690582275,-0.008558334479,0.02018383159,-0.01477441878
1490542049.0,40.44215244,-79.93912468,0.0,0.06964111328,-0.9613647461,0.2682952881,-0.0117394804,0.01277411848,-0.008352472127
1490542050.0,40.44215244,-79.93912468,0.0,0.07765197754,-0.9544219971,0.3000183105,-0.006444317206,-0.009567938848,-0.002072738276
1490542050.0,40.44215244,-79.93912468,0.0,0.0597076416,-0.9522094727,0.310760498,-0.01067821071,0.003210440694,-0.004122307051
1490542050.0,40.44215244,-79.93912468,0.0,0.07225036621,-0.9354705811,0.357925415,-0.006401440312,0.0170082783,-0.009477125055
1490542050.0,40.44215244,-79.93912468,0.0,0.07618713379,-0.9320068359,0.3723144531,-0.01595419914,0.006452839321,0.002350772294
1490542050.0,40.44215244,-79.93912468,0.0,0.07901000977,-0.9319000244,0.4174041748,-0.006386260294,0.02339001122,-0.01052907369
1490542051.0,40.44215244,-79.93912468,0.0,0.08586120605,-0.9608154297,0.4294891357,-0.01589880539,-0.01049764838,0.01937369798
1490542051.0,40.44215244,-79.93912468,0.0,0.1544036865,-0.9147796631,0.4292144775,-0.04360766495,0.08835676075,-0.0301677562
1490542051.0,40.44215244,-79.93912468,0.0,0.1493225098,-0.9397125244,0.5186157227,-0.0319350299,0.05854613446,-0.02291996329
1490542051.0,40.44215244,-79.93912468,0.0,0.1025543213,-0.8962097168,0.3982696533,-0.05426137458,0.05760550596,-0.01304016828
1490542051.0,40.44215244,-79.93912468,0.0,0.07885742188,-0.9105987549,0.4391937256,-0.02651816024,0.06071208337,-0.0112534535
1490542052.0,40.44215244,-79.93912468,0.0,0.0943145752,-0.8975219727,0.4086608887,-0.009443302909,0.03093341501,0.006589725801
1490542052.0,40.44215244,-79.93912468,0.0,0.1021118164,-0.9031219482,0.4580688477,0.004475442212,0.07870999233,-0.009473929262
1490542052.0,40.44215244,-79.93912468,0.0,0.1140441895,-0.9027557373,0.3653717041,-0.05874214311,0.07976673465,-0.05665502377
1490542052.0,40.44215244,-79.93912468,0.0,0.101776123,-0.9321289063,0.4233856201,-0.004157727094,0.0754806432,-0.02323474893
1490542052.0,40.4420915,-79.93914647,1.210000038,0.07922363281,-0.9160003662,0.3947296143,-0.006328736014,0.1094396755,-0.04659013906
1490542053.0,40.4420915,-79.93914647,1.210000038,0.09991455078,-0.9208221436,0.3911895752,0.002197906848,0.06587302325,-0.02440414297
1490542053.0,40.4420915,-79.93914647,1.210000038,0.01919555664,-0.8835144043,0.4156036377,-0.02966867981,0.01085025091,0.02173086186
1490542053.0,40.4420915,-79.93914647,1.210000038,0.02352905273,-0.9058532715,0.3988800049,0.003253583904,0.04037778318,-0.01274562266
1490542053.0,40.44206384,-79.93918302,4.25,0.04374694824,-0.9553375244,0.4749145508,0.02669286361,0.0137397807,-0.001374723755
1490542053.0,40.44206384,-79.93918302,4.25,0.01979064941,-0.936050415,0.3434295654,-0.05227971641,-0.02426965333,0.007008374725
1490542054.0,40.44206384,-79.93918302,4.25,0.06315612793,-0.9442443848,0.3869476318,-0.1023032027,-0.004923918539,0.009822537049
1490542054.0,40.44206384,-79.93918302,4.25,0.04577636719,-0.8930969238,0.3564300537,0.06811780173,0.009240370034,-0.02217427818
1490542054.0,40.44206384,-79.93918302,4.25,0.1012878418,-0.9606018066,0.2973937988,-0.02028396644,0.02872032814,-0.01887115948
1490542054.0,40.44206384,-79.93918302,4.25,0.04524230957,-0.9472045898,0.4276733398,0.02133378454,0.0137381828,-0.005572131949
1490542054.0,40.44203698,-79.93922677,5.329999924,0.07246398926,-0.9590301514,0.3780822754,0.06192834904,-0.03200347314,0.03006389291
1490542055.0,40.44203698,-79.93922677,5.329999924,0.02577209473,-0.9174041748,0.2841796875,-0.04783117213,-0.04539171657,0.04529397856
1490542055.0,40.44203698,-79.93922677,5.329999924,0.02731323242,-0.8832550049,0.2986602783,-0.005322860071,0.002147573103,7.27e-05
1490542055.0,40.44203698,-79.93922677,5.329999924,0.0431060791,-0.9446105957,0.3558502197,-0.05982045704,0.01074212657,-0.02267468615
1490542055.0,40.44203698,-79.93922677,5.329999924,0.07348632813,-0.9299926758,0.2526855469,0.06519258559,0.03598969266,0.004584631817
1490542055.0,40.44200789,-79.9392815,5.329999924,0.001495361328,-0.9643554688,0.3078613281,-0.09393981166,-0.0316159832,-0.001009338053
1490542056.0,40.44200789,-79.9392815,5.329999924,0.09252929688,-0.9518890381,0.3535461426,0.03301014803,-0.01500797801,0.001678057803
1490542056.0,40.44200789,-79.9392815,5.329999924,0.005325317383,-0.9642181396,0.3587646484,0.009425193414,0.02533145566,-0.03845258403
1490542056.0,40.44200789,-79.9392815,5.329999924,0.03924560547,-0.9417114258,0.3262634277,-0.0151565824,-0.07019240422,0.002164617334
1490542056.0,40.44200789,-79.9392815,5.329999924,0.09295654297,-0.9623718262,0.3518829346,0.004193946085,-0.01599201603,-0.002222940562
1490542056.0,40.44197193,-79.9393494,5.920000076,0.09355163574,-0.9698486328,0.3249816895,0.04163559417,-0.0447011589,0.03135952078
1490542057.0,40.44197193,-79.9393494,5.920000076,0.001083374023,-0.9033355713,0.2233428955,-0.03956685063,-0.03074166741,-0.001699629408
1490542057.0,40.44197193,-79.9393494,5.920000076,-0.04467773438,-0.9342193604,0.2594909668,-0.01822587555,-0.1030076089,0.03838627132
1490542057.0,40.44197193,-79.9393494,5.920000076,-0.06611633301,-0.9300689697,0.2740020752,-0.05984762128,-0.09121379997,0.02614638295
1490542057.0,40.44197193,-79.9393494,5.920000076,-0.02288818359,-0.9149780273,0.1862640381,-0.1194667433,0.005679191025,-0.01126277457
1490542057.0,40.44193086,-79.93942274,6.369999886,0.1014862061,-0.9517669678,0.1820983887,-0.02986415583,0.02876400399,-0.01661626099
